new_loan_id,payment_no,installment,principal,interest,payment_due_date
1000012220,2,2351,1119,1232,05/02/2021
1000012220,3,2351,1263,1088,05/03/2021
1000012220,4,2351,1177,1174,05/04/2021
1000012220,5,2351,1243,1108,05/05/2021
1000012220,6,2351,1237,1114,05/06/2021
1000012220,7,2351,1302,1049,05/07/2021
1000012220,8,2351,1300,1051,05/08/2021
1000012220,9,2351,1332,1019,05/09/2021
1000012220,10,2351,1396,955,05/10/2021
1000012220,11,2351,1399,952,05/11/2021
1000012220,12,2351,1463,888,05/12/2021
1000012220,13,2351,1469,882,05/01/2022
1000012220,14,2351,1505,846,05/02/2022
1000012220,15,2351,1621,730,05/03/2022
1000012220,16,2351,1582,769,05/04/2022
1000012220,17,2351,1645,706,05/05/2022
1000012220,18,2351,1662,689,05/06/2022
1000012220,19,2351,1724,627,05/07/2022
1000012220,20,2351,1745,606,05/08/2022
1000012220,21,2351,1788,563,05/09/2022
1000012220,22,2351,1849,502,05/10/2022
1000012220,23,2351,1878,473,05/11/2022
1000012220,24,2351,1938,413,05/12/2022
1000012220,25,2351,1972,379,05/01/2023
1000012220,26,2351,2020,331,05/02/2023
1000012220,27,2351,2097,254,05/03/2023
1000012220,28,2351,2122,229,05/04/2023
1000012220,29,2351,2180,171,05/05/2023
1000012220,30,2351,2228,123,05/06/2023
1000012220,31,2839,2773,66,05/07/2023
1000012226,1,2512,1205,1307,05/01/2021
1000012226,2,2512,1242,1270,05/02/2021
1000012226,3,2512,1399,1113,05/03/2021
1000012226,4,2512,1323,1189,05/04/2021
1000012226,5,2512,1400,1112,05/05/2021
1000012226,6,2512,1406,1106,05/06/2021
1000012226,7,2512,1483,1029,05/07/2021
1000012226,8,2512,1495,1017,05/08/2021
1000012226,9,2512,1540,972,05/09/2021
1000012226,10,2512,1617,895,05/10/2021
1000012226,11,2512,1637,875,05/11/2021
1000012226,12,2512,1713,799,05/12/2021
1000012226,13,2512,1739,773,05/01/2022
1000012226,14,2512,1792,720,05/02/2022
1000012226,15,2512,1911,601,05/03/2022
1000012226,16,2512,1906,606,05/04/2022
1000012226,17,2512,1982,530,05/05/2022
1000012226,18,2512,2024,488,05/06/2022
1000012226,19,2512,2100,412,05/07/2022
1000012226,20,2512,2151,361,05/08/2022
1000012226,21,2512,2216,296,05/09/2022
1000012226,22,2512,2291,221,05/10/2022
1000012226,23,2512,2354,158,05/11/2022
1000012226,24,2893,2810,83,05/12/2022
1000012227,1,1233,0,1233,05/01/2021
1000012227,2,1233,0,1233,05/02/2021
1000012227,3,1114,0,1114,05/03/2021
1000012227,4,1233,0,1233,05/04/2021
1000012227,5,1194,0,1194,05/05/2021
1000012227,6,1233,0,1233,05/06/2021
1000012227,7,3520,2326,1194,05/07/2021
1000012227,8,3520,2346,1174,05/08/2021
1000012227,9,3520,2406,1114,05/09/2021
1000012227,10,3520,2501,1019,05/10/2021
1000012227,11,3520,2531,989,05/11/2021
1000012227,12,3520,2625,895,05/12/2021
1000012227,13,3520,2662,858,05/01/2022
1000012227,14,3520,2730,790,05/02/2022
1000012227,15,3520,2869,651,05/03/2022
1000012227,16,3520,2873,647,05/04/2022
1000012227,17,3520,2964,556,05/05/2022
1000012227,18,3520,3021,499,05/06/2022
1000012227,19,3520,3112,408,05/07/2022
1000012227,20,3520,3178,342,05/08/2022
1000012227,21,3520,3259,261,05/09/2022
1000012227,22,3520,3347,173,05/10/2022
1000012227,23,3748,3655,93,05/11/2022
1000012304,1,2639,1049,1590,05/01/2021
1000012304,2,2639,1081,1558,05/02/2021
1000012304,3,2639,1262,1377,05/03/2021
1000012304,4,2639,1153,1486,05/04/2021
1000012304,5,2639,1235,1404,05/05/2021
1000012304,6,2639,1226,1413,05/06/2021
1000012304,7,2639,1308,1331,05/07/2021
1000012304,8,2639,1303,1336,05/08/2021
1000012304,9,2639,1343,1296,05/09/2021
1000012304,10,2639,1425,1214,05/10/2021
1000012304,11,2639,1428,1211,05/11/2021
1000012304,12,2639,1509,1130,05/12/2021
1000012304,13,2639,1518,1121,05/01/2022
1000012304,14,2639,1564,1075,05/02/2022
1000012304,15,2639,1711,928,05/03/2022
1000012304,16,2639,1664,975,05/04/2022
1000012304,17,2639,1745,894,05/05/2022
1000012304,18,2639,1768,871,05/06/2022
1000012304,19,2639,1849,790,05/07/2022
1000012304,20,2639,1879,760,05/08/2022
1000012304,21,2639,1937,702,05/09/2022
1000012304,22,2639,2017,622,05/10/2022
1000012304,23,2639,2057,582,05/11/2022
1000012304,24,2639,2137,502,05/12/2022
1000012304,25,2639,2186,453,05/01/2023
1000012304,26,2639,2252,387,05/02/2023
1000012304,27,2639,2352,287,05/03/2023
1000012304,28,2639,2393,246,05/04/2023
1000012304,29,2639,2472,167,05/05/2023
1000012304,30,3269,3172,97,05/06/2023
1000012308,1,5628,2725,2903,05/01/2021
1000012308,2,5628,2783,2845,05/02/2021
1000012308,3,5628,3111,2517,05/03/2021
1000012308,4,5628,2908,2720,05/04/2021
1000012308,5,5628,3055,2573,05/05/2021
1000012308,6,5628,3034,2594,05/06/2021
1000012308,7,5628,3180,2448,05/07/2021
1000012308,8,5628,3166,2462,05/08/2021
1000012308,9,5628,3234,2394,05/09/2021
1000012308,10,5628,3377,2251,05/10/2021
1000012308,11,5628,3374,2254,05/11/2021
1000012308,12,5628,3516,2112,05/12/2021
1000012308,13,5628,3520,2108,05/01/2022
1000012308,14,5628,3595,2033,05/02/2022
1000012308,15,5628,3861,1767,05/03/2022
1000012308,16,5628,3753,1875,05/04/2022
1000012308,17,5628,3891,1737,05/05/2022
1000012308,18,5628,3916,1712,05/06/2022
1000012308,19,5628,4051,1577,05/07/2022
1000012308,20,5628,4085,1543,05/08/2022
1000012308,21,5628,4171,1457,05/09/2022
1000012308,22,5628,4304,1324,05/10/2022
1000012308,23,5628,4351,1277,05/11/2022
1000012308,24,5628,4482,1146,05/12/2022
1000012308,25,5628,4539,1089,05/01/2023
1000012308,26,5628,4635,993,05/02/2023
1000012308,27,5628,4820,808,05/03/2023
1000012308,28,5628,4836,792,05/04/2023
1000012308,29,5628,4961,667,05/05/2023
1000012308,30,5628,5044,584,05/06/2023
1000012308,31,5628,5167,461,05/07/2023
1000012308,32,5628,5261,367,05/08/2023
1000012308,33,5628,5373,255,05/09/2023
1000012308,34,6793,6656,137,05/10/2023
1000012316,1,3600,0,3600,05/01/2021
1000012316,2,3600,0,3600,05/02/2021
1000012316,3,3251,0,3251,05/03/2021
1000012316,4,3600,0,3600,05/04/2021
1000012316,5,3484,0,3484,05/05/2021
1000012316,6,3600,0,3600,05/06/2021
1000012316,7,6230,2746,3484,05/07/2021
1000012316,8,6230,2696,3534,05/08/2021
1000012316,9,6230,2760,3470,05/09/2021
1000012316,10,6230,2935,3295,05/10/2021
1000012316,11,6230,2895,3335,05/11/2021
1000012316,12,6230,3069,3161,05/12/2021
1000012316,13,6230,3037,3193,05/01/2022
1000012316,14,6230,3109,3121,05/02/2022
1000012316,15,6230,3478,2752,05/03/2022
1000012316,16,6230,3266,2964,05/04/2022
1000012316,17,6230,3437,2793,05/05/2022
1000012316,18,6230,3425,2805,05/06/2022
1000012316,19,6230,3594,2636,05/07/2022
1000012316,20,6230,3592,2638,05/08/2022
1000012316,21,6230,3678,2552,05/09/2022
1000012316,22,6230,3844,2386,05/10/2022
1000012316,23,6230,3856,2374,05/11/2022
1000012316,24,6230,4022,2208,05/12/2022
1000012316,25,6230,4044,2186,05/01/2023
1000012316,26,6230,4140,2090,05/02/2023
1000012316,27,6230,4431,1799,05/03/2023
1000012316,28,6230,4344,1886,05/04/2023
1000012316,29,6230,4505,1725,05/05/2023
1000012316,30,6230,4554,1676,05/06/2023
1000012316,31,6230,4713,1517,05/07/2023
1000012316,32,6230,4775,1455,05/08/2023
1000012316,33,6230,4888,1342,05/09/2023
1000012316,34,6230,5044,1186,05/10/2023
1000012316,35,6230,5124,1106,05/11/2023
1000012316,36,6230,5278,952,05/12/2023
1000012316,37,6230,5372,858,05/01/2024
1000012316,38,6230,5499,731,05/02/2024
1000012316,39,6230,5669,561,05/03/2024
1000012316,40,6230,5765,465,05/04/2024
1000012316,41,6230,5913,317,05/05/2024
1000012316,42,8063,7876,187,05/06/2024
1000012363,1,1953,0,1953,05/01/2021
1000012363,2,1953,0,1953,05/02/2021
1000012363,3,1764,0,1764,05/03/2021
1000012363,4,1953,0,1953,05/04/2021
1000012363,5,1890,0,1890,05/05/2021
1000012363,6,1953,0,1953,05/06/2021
1000012363,7,3668,1778,1890,05/07/2021
1000012363,8,3668,1755,1913,05/08/2021
1000012363,9,3668,1796,1872,05/09/2021
1000012363,10,3668,1896,1772,05/10/2021
1000012363,11,3668,1880,1788,05/11/2021
1000012363,12,3668,1980,1688,05/12/2021
1000012363,13,3668,1969,1699,05/01/2022
1000012363,14,3668,2014,1654,05/02/2022
1000012363,15,3668,2216,1452,05/03/2022
1000012363,16,3668,2111,1557,05/04/2022
1000012363,17,3668,2208,1460,05/05/2022
1000012363,18,3668,2210,1458,05/06/2022
1000012363,19,3668,2306,1362,05/07/2022
1000012363,20,3668,2313,1355,05/08/2022
1000012363,21,3668,2367,1301,05/09/2022
1000012363,22,3668,2461,1207,05/10/2022
1000012363,23,3668,2477,1191,05/11/2022
1000012363,24,3668,2571,1097,05/12/2022
1000012363,25,3668,2593,1075,05/01/2023
1000012363,26,3668,2652,1016,05/02/2023
1000012363,27,3668,2806,862,05/03/2023
1000012363,28,3668,2778,890,05/04/2023
1000012363,29,3668,2868,800,05/05/2023
1000012363,30,3668,2907,761,05/06/2023
1000012363,31,3668,2996,672,05/07/2023
1000012363,32,3668,3042,626,05/08/2023
1000012363,33,3668,3112,556,05/09/2023
1000012363,34,3668,3199,469,05/10/2023
1000012363,35,3668,3257,411,05/11/2023
1000012363,36,3668,3342,326,05/12/2023
1000012363,37,3668,3408,260,05/01/2024
1000012363,38,3668,3486,182,05/02/2024
1000012363,39,4528,4433,95,05/03/2024
1000012408,1,2513,1510,1003,05/01/2021
1000012408,2,2513,1542,971,05/02/2021
1000012408,3,2513,1666,847,05/03/2021
1000012408,4,2513,1610,903,05/04/2021
1000012408,5,2513,1672,841,05/05/2021
1000012408,6,2513,1680,833,05/06/2021
1000012408,7,2513,1741,772,05/07/2021
1000012408,8,2513,1752,761,05/08/2021
1000012408,9,2513,1790,723,05/09/2021
1000012408,10,2513,1850,663,05/10/2021
1000012408,11,2513,1867,646,05/11/2021
1000012408,12,2513,1926,587,05/12/2021
1000012408,13,2513,1947,566,05/01/2022
1000012408,14,2513,1989,524,05/02/2022
1000012408,15,2513,2078,435,05/03/2022
1000012408,16,2513,2075,438,05/04/2022
1000012408,17,2513,2132,381,05/05/2022
1000012408,18,2513,2164,349,05/06/2022
1000012408,19,2513,2220,293,05/07/2022
1000012408,20,2513,2258,255,05/08/2022
1000012408,21,2513,2305,208,05/09/2022
1000012408,22,2513,2360,153,05/10/2022
1000012408,23,2513,2405,108,05/11/2022
1000012408,24,2760,2704,56,05/12/2022
1000012433,1,8138,5063,3075,05/01/2021
1000012433,2,8138,5184,2954,05/02/2021
1000012433,3,8138,5581,2557,05/03/2021
1000012433,4,8138,5440,2698,05/04/2021
1000012433,5,8138,5652,2486,05/05/2021
1000012433,6,8138,5704,2434,05/06/2021
1000012433,7,8138,5913,2225,05/07/2021
1000012433,8,8138,5980,2158,05/08/2021
1000012433,9,8138,6122,2016,05/09/2021
1000012433,10,8138,6328,1810,05/10/2021
1000012433,11,8138,6418,1720,05/11/2021
1000012433,12,8138,6621,1517,05/12/2021
1000012433,13,8138,6728,1410,05/01/2022
1000012433,14,8138,6888,1250,05/02/2022
1000012433,15,8138,7157,981,05/03/2022
1000012433,16,8138,7222,916,05/04/2022
1000012433,17,8138,7418,720,05/05/2022
1000012433,18,8138,7570,568,05/06/2022
1000012433,19,8138,7763,375,05/07/2022
1000012433,20,8736,8533,203,05/08/2022
1000012498,1,1520,0,1520,05/01/2021
1000012498,2,1520,0,1520,05/02/2021
1000012498,3,1373,0,1373,05/03/2021
1000012498,4,1520,0,1520,05/04/2021
1000012498,5,1471,0,1471,05/05/2021
1000012498,6,1520,0,1520,05/06/2021
1000012498,7,4942,3471,1471,05/07/2021
1000012498,8,4942,3507,1435,05/08/2021
1000012498,9,4942,3594,1348,05/09/2021
1000012498,10,4942,3723,1219,05/10/2021
1000012498,11,4942,3774,1168,05/11/2021
1000012498,12,4942,3902,1040,05/12/2021
1000012498,13,4942,3963,979,05/01/2022
1000012498,14,4942,4061,881,05/02/2022
1000012498,15,4942,4236,706,05/03/2022
1000012498,16,4942,4265,677,05/04/2022
1000012498,17,4942,4388,554,05/05/2022
1000012498,18,4942,4478,464,05/06/2022
1000012498,19,4942,4600,342,05/07/2022
1000012498,20,4942,4702,240,05/08/2022
1000012498,21,5181,5056,125,05/09/2022
1000012691,1,1023,0,1023,05/01/2021
1000012691,2,1057,0,1057,05/02/2021
1000012691,3,955,0,955,05/03/2021
1000012691,4,1057,0,1057,05/04/2021
1000012691,5,1023,0,1023,05/05/2021
1000012691,6,1057,0,1057,05/06/2021
1000012691,7,5955,4932,1023,05/07/2021
1000012691,8,5955,5020,935,05/08/2021
1000012691,9,5955,5143,812,05/09/2021
1000012691,10,5955,5292,663,05/10/2021
1000012691,11,5955,5400,555,05/11/2021
1000012691,12,5955,5547,408,05/12/2021
1000012691,13,5955,5670,285,05/01/2022
1000012691,14,6049,5904,145,05/02/2022
1000012835,1,1637,0,1637,05/01/2021
1000012835,2,1637,0,1637,05/02/2021
1000012835,3,1478,0,1478,05/03/2021
1000012835,4,1637,0,1637,05/04/2021
1000012835,5,1584,0,1584,05/05/2021
1000012835,6,1637,0,1637,05/06/2021
1000012835,7,4584,3000,1584,05/07/2021
1000012835,8,4584,3021,1563,05/08/2021
1000012835,9,4584,3095,1489,05/09/2021
1000012835,10,4584,3217,1367,05/10/2021
1000012835,11,4584,3251,1333,05/11/2021
1000012835,12,4584,3371,1213,05/12/2021
1000012835,13,4584,3414,1170,05/01/2022
1000012835,14,4584,3498,1086,05/02/2022
1000012835,15,4584,3681,903,05/03/2022
1000012835,16,4584,3675,909,05/04/2022
1000012835,17,4584,3792,792,05/05/2022
1000012835,18,4584,3859,725,05/06/2022
1000012835,19,4584,3974,610,05/07/2022
1000012835,20,4584,4052,532,05/08/2022
1000012835,21,4584,4152,432,05/09/2022
1000012835,22,4584,4264,320,05/10/2022
1000012835,23,4584,4359,225,05/11/2022
1000012835,24,4897,4783,114,05/12/2022
1000012842,1,1466,0,1466,05/01/2021
1000012842,2,1466,0,1466,05/02/2021
1000012842,3,1324,0,1324,05/03/2021
1000012842,4,1466,0,1466,05/04/2021
1000012842,5,1418,0,1418,05/05/2021
1000012842,6,1466,0,1466,05/06/2021
1000012842,7,2679,1261,1418,05/07/2021
1000012842,8,2679,1244,1435,05/08/2021
1000012842,9,2679,1275,1404,05/09/2021
1000012842,10,2679,1351,1328,05/10/2021
1000012842,11,2679,1340,1339,05/11/2021
1000012842,12,2679,1415,1264,05/12/2021
1000012842,13,2679,1408,1271,05/01/2022
1000012842,14,2679,1442,1237,05/02/2022
1000012842,15,2679,1594,1085,05/03/2022
1000012842,16,2679,1517,1162,05/04/2022
1000012842,17,2679,1591,1088,05/05/2022
1000012842,18,2679,1594,1085,05/06/2022
1000012842,19,2679,1667,1012,05/07/2022
1000012842,20,2679,1674,1005,05/08/2022
1000012842,21,2679,1715,964,05/09/2022
1000012842,22,2679,1787,892,05/10/2022
1000012842,23,2679,1801,878,05/11/2022
1000012842,24,2679,1873,806,05/12/2022
1000012842,25,2679,1892,787,05/01/2023
1000012842,26,2679,1938,741,05/02/2023
1000012842,27,2679,2053,626,05/03/2023
1000012842,28,2679,2037,642,05/04/2023
1000012842,29,2679,2106,573,05/05/2023
1000012842,30,2679,2139,540,05/06/2023
1000012842,31,2679,2207,472,05/07/2023
1000012842,32,2679,2246,433,05/08/2023
1000012842,33,2679,2301,378,05/09/2023
1000012842,34,2679,2368,311,05/10/2023
1000012842,35,2679,2416,263,05/11/2023
1000012842,36,2679,2482,197,05/12/2023
1000012842,37,2679,2537,142,05/01/2024
1000012842,38,3316,3236,80,05/02/2024
1000012858,1,7198,3769,3429,05/01/2021
1000012858,2,7198,3843,3355,05/02/2021
1000012858,3,7198,4235,2963,05/03/2021
1000012858,4,7198,4000,3198,05/04/2021
1000012858,5,7198,4179,3019,05/05/2021
1000012858,6,7198,4160,3038,05/06/2021
1000012858,7,7198,4337,2861,05/07/2021
1000012858,8,7198,4326,2872,05/08/2021
1000012858,9,7198,4411,2787,05/09/2021
1000012858,10,7198,4584,2614,05/10/2021
1000012858,11,7198,4586,2612,05/11/2021
1000012858,12,7198,4757,2441,05/12/2021
1000012858,13,7198,4769,2429,05/01/2022
1000012858,14,7198,4862,2336,05/02/2022
1000012858,15,7198,5174,2024,05/03/2022
1000012858,16,7198,5058,2140,05/04/2022
1000012858,17,7198,5223,1975,05/05/2022
1000012858,18,7198,5259,1939,05/06/2022
1000012858,19,7198,5421,1777,05/07/2022
1000012858,20,7198,5468,1730,05/08/2022
1000012858,21,7198,5574,1624,05/09/2022
1000012858,22,7198,5732,1466,05/10/2022
1000012858,23,7198,5795,1403,05/11/2022
1000012858,24,7198,5950,1248,05/12/2022
1000012858,25,7198,6025,1173,05/01/2023
1000012858,26,7198,6142,1056,05/02/2023
1000012858,27,7198,6353,845,05/03/2023
1000012858,28,7198,6386,812,05/04/2023
1000012858,29,7198,6533,665,05/05/2023
1000012858,30,7198,6639,559,05/06/2023
1000012858,31,7198,6782,416,05/07/2023
1000012858,32,7198,6901,297,05/08/2023
1000012858,33,8464,8302,162,05/09/2023
1000012861,1,4913,3020,1893,05/01/2021
1000012861,2,4913,3112,1801,05/02/2021
1000012861,3,4913,3373,1540,05/03/2021
1000012861,4,4913,3311,1602,05/04/2021
1000012861,5,4913,3460,1453,05/05/2021
1000012861,6,4913,3518,1395,05/06/2021
1000012861,7,4913,3667,1246,05/07/2021
1000012861,8,4913,3737,1176,05/08/2021
1000012861,9,4913,3852,1061,05/09/2021
1000012861,10,4913,4000,913,05/10/2021
1000012861,11,4913,4092,821,05/11/2021
1000012861,12,4913,4239,674,05/12/2021
1000012861,13,4913,4347,566,05/01/2022
1000012861,14,4913,4479,434,05/02/2022
1000012861,15,4913,4645,268,05/03/2022
1000012861,16,5212,5057,155,05/04/2022
1000012862,1,1997,442,1555,05/01/2021
1000012862,2,1997,456,1541,05/02/2021
1000012862,3,1997,617,1380,05/03/2021
1000012862,4,1997,489,1508,05/04/2021
1000012862,5,1997,552,1445,05/05/2021
1000012862,6,1997,520,1477,05/06/2021
1000012862,7,1997,583,1414,05/07/2021
1000012862,8,1997,554,1443,05/08/2021
1000012862,9,1997,571,1426,05/09/2021
1000012862,10,1997,634,1363,05/10/2021
1000012862,11,1997,608,1389,05/11/2021
1000012862,12,1997,671,1326,05/12/2021
1000012862,13,1997,647,1350,05/01/2022
1000012862,14,1997,667,1330,05/02/2022
1000012862,15,1997,814,1183,05/03/2022
1000012862,16,1997,712,1285,05/04/2022
1000012862,17,1997,775,1222,05/05/2022
1000012862,18,1997,758,1239,05/06/2022
1000012862,19,1997,820,1177,05/07/2022
1000012862,20,1997,806,1191,05/08/2022
1000012862,21,1997,830,1167,05/09/2022
1000012862,22,1997,893,1104,05/10/2022
1000012862,23,1997,883,1114,05/11/2022
1000012862,24,1997,945,1052,05/12/2022
1000012862,25,1997,939,1058,05/01/2023
1000012862,26,1997,968,1029,05/02/2023
1000012862,27,1997,1094,903,05/03/2023
1000012862,28,1997,1031,966,05/04/2023
1000012862,29,1997,1092,905,05/05/2023
1000012862,30,1997,1096,901,05/06/2023
1000012862,31,1997,1157,840,05/07/2023
1000012862,32,1997,1165,832,05/08/2023
1000012862,33,1997,1200,797,05/09/2023
1000012862,34,1997,1261,736,05/10/2023
1000012862,35,1997,1275,722,05/11/2023
1000012862,36,1997,1336,661,05/12/2023
1000012862,37,1997,1355,642,05/01/2024
1000012862,38,1997,1397,600,05/02/2024
1000012862,39,1997,1475,522,05/03/2024
1000012862,40,1997,1484,513,05/04/2024
1000012862,41,1997,1545,452,05/05/2024
1000012862,42,1997,1577,420,05/06/2024
1000012862,43,1997,1637,360,05/07/2024
1000012862,44,1997,1675,322,05/08/2024
1000012862,45,1997,1727,270,05/09/2024
1000012862,46,1997,1786,211,05/10/2024
1000012862,47,1997,1834,163,05/11/2024
1000012862,48,3602,3498,104,05/12/2024
1000012863,1,5705,3140,2565,05/01/2021
1000012863,2,5705,3225,2480,05/02/2021
1000012863,3,5705,3545,2160,05/03/2021
1000012863,4,5705,3409,2296,05/04/2021
1000012863,5,5705,3573,2132,05/05/2021
1000012863,6,5705,3599,2106,05/06/2021
1000012863,7,5705,3762,1943,05/07/2021
1000012863,8,5705,3799,1906,05/08/2021
1000012863,9,5705,3902,1803,05/09/2021
1000012863,10,5705,4063,1642,05/10/2021
1000012863,11,5705,4119,1586,05/11/2021
1000012863,12,5705,4278,1427,05/12/2021
1000012863,13,5705,4347,1358,05/01/2022
1000012863,14,5705,4465,1240,05/02/2022
1000012863,15,5705,4695,1010,05/03/2022
1000012863,16,5705,4714,991,05/04/2022
1000012863,17,5705,4870,835,05/05/2022
1000012863,18,5705,4975,730,05/06/2022
1000012863,19,5705,5129,576,05/07/2022
1000012863,20,5705,5249,456,05/08/2022
1000012863,21,5705,5392,313,05/09/2022
1000012863,22,6287,6126,161,05/10/2022
1000012864,1,1286,0,1286,05/01/2021
1000012864,2,1286,0,1286,05/02/2021
1000012864,3,1161,0,1161,05/03/2021
1000012864,4,1286,0,1286,05/04/2021
1000012864,5,1244,0,1244,05/05/2021
1000012864,6,1286,0,1286,05/06/2021
1000012864,7,3512,2268,1244,05/07/2021
1000012864,8,3512,2296,1216,05/08/2021
1000012864,9,3512,2366,1146,05/09/2021
1000012864,10,3512,2473,1039,05/10/2021
1000012864,11,3512,2514,998,05/11/2021
1000012864,12,3512,2620,892,05/12/2021
1000012864,13,3512,2671,841,05/01/2022
1000012864,14,3512,2753,759,05/02/2022
1000012864,15,3512,2902,610,05/03/2022
1000012864,16,3512,2925,587,05/04/2022
1000012864,17,3512,3031,481,05/05/2022
1000012864,18,3512,3108,404,05/06/2022
1000012864,19,3512,3213,299,05/07/2022
1000012864,20,3512,3301,211,05/08/2022
1000012864,21,3716,3606,110,05/09/2022
1000012870,1,4349,1433,2916,05/01/2021
1000012870,2,4349,1467,2882,05/02/2021
1000012870,3,4349,1778,2571,05/03/2021
1000012870,4,4349,1544,2805,05/04/2021
1000012870,5,4349,1670,2679,05/05/2021
1000012870,6,4349,1621,2728,05/06/2021
1000012870,7,4349,1746,2603,05/07/2021
1000012870,8,4349,1701,2648,05/08/2021
1000012870,9,4349,1741,2608,05/09/2021
1000012870,10,4349,1866,2483,05/10/2021
1000012870,11,4349,1827,2522,05/11/2021
1000012870,12,4349,1951,2398,05/12/2021
1000012870,13,4349,1917,2432,05/01/2022
1000012870,14,4349,1963,2386,05/02/2022
1000012870,15,4349,2236,2113,05/03/2022
1000012870,16,4349,2062,2287,05/04/2022
1000012870,17,4349,2184,2165,05/05/2022
1000012870,18,4349,2163,2186,05/06/2022
1000012870,19,4349,2284,2065,05/07/2022
1000012870,20,4349,2269,2080,05/08/2022
1000012870,21,4349,2323,2026,05/09/2022
1000012870,22,4349,2442,1907,05/10/2022
1000012870,23,4349,2436,1913,05/11/2022
1000012870,24,4349,2554,1795,05/12/2022
1000012870,25,4349,2555,1794,05/01/2023
1000012870,26,4349,2616,1733,05/02/2023
1000012870,27,4349,2840,1509,05/03/2023
1000012870,28,4349,2746,1603,05/04/2023
1000012870,29,4349,2861,1488,05/05/2023
1000012870,30,4349,2879,1470,05/06/2023
1000012870,31,4349,2993,1356,05/07/2023
1000012870,32,4349,3019,1330,05/08/2023
1000012870,33,4349,3090,1259,05/09/2023
1000012870,34,4349,3202,1147,05/10/2023
1000012870,35,4349,3240,1109,05/11/2023
1000012870,36,4349,3350,999,05/12/2023
1000012870,37,4349,3397,952,05/01/2024
1000012870,38,4349,3478,871,05/02/2024
1000012870,39,4349,3611,738,05/03/2024
1000012870,40,4349,3646,703,05/04/2024
1000012870,41,4349,3753,596,05/05/2024
1000012870,42,4349,3822,527,05/06/2024
1000012870,43,4349,3927,422,05/07/2024
1000012870,44,4349,4006,343,05/08/2024
1000012870,45,4349,4102,247,05/09/2024
1000012870,46,6445,6300,145,05/10/2024
1000012876,1,2110,0,2110,05/01/2021
1000012876,2,2110,0,2110,05/02/2021
1000012876,3,1906,0,1906,05/03/2021
1000012876,4,2110,0,2110,05/04/2021
1000012876,5,2042,0,2042,05/05/2021
1000012876,6,2110,0,2110,05/06/2021
1000012876,7,5753,3711,2042,05/07/2021
1000012876,8,5753,3737,2016,05/08/2021
1000012876,9,5753,3833,1920,05/09/2021
1000012876,10,5753,3989,1764,05/10/2021
1000012876,11,5753,4032,1721,05/11/2021
1000012876,12,5753,4187,1566,05/12/2021
1000012876,13,5753,4241,1512,05/01/2022
1000012876,14,5753,4349,1404,05/02/2022
1000012876,15,5753,4585,1168,05/03/2022
1000012876,16,5753,4577,1176,05/04/2022
1000012876,17,5753,4728,1025,05/05/2022
1000012876,18,5753,4814,939,05/06/2022
1000012876,19,5753,4963,790,05/07/2022
1000012876,20,5753,5063,690,05/08/2022
1000012876,21,5753,5192,561,05/09/2022
1000012876,22,5753,5338,415,05/10/2022
1000012876,23,5753,5461,292,05/11/2022
1000012876,24,6162,6014,148,05/12/2022
1000012877,1,10992,8981,2011,05/01/2021
1000012877,2,10992,9210,1782,05/02/2021
1000012877,3,10992,9594,1398,05/03/2021
1000012877,4,10992,9689,1303,05/04/2021
1000012877,5,10992,9970,1022,05/05/2021
1000012877,6,10992,10190,802,05/06/2021
1000012877,7,10992,10467,525,05/07/2021
1000012877,8,11101,10825,276,05/08/2021
1000012881,1,3253,2060,1193,05/01/2021
1000012881,2,3253,2112,1141,05/02/2021
1000012881,3,3253,2271,982,05/03/2021
1000012881,4,3253,2224,1029,05/04/2021
1000012881,5,3253,2312,941,05/05/2021
1000012881,6,3253,2340,913,05/06/2021
1000012881,7,3253,2427,826,05/07/2021
1000012881,8,3253,2461,792,05/08/2021
1000012881,9,3253,2524,729,05/09/2021
1000012881,10,3253,2610,643,05/10/2021
1000012881,11,3253,2655,598,05/11/2021
1000012881,12,3253,2739,514,05/12/2021
1000012881,13,3253,2792,461,05/01/2022
1000012881,14,3253,2863,390,05/02/2022
1000012881,15,3253,2967,286,05/03/2022
1000012881,16,3253,3012,241,05/04/2022
1000012881,17,3253,3094,159,05/05/2022
1000012881,18,3447,3361,86,05/06/2022
1000012882,1,3485,2140,1345,05/01/2021
1000012882,2,3485,2199,1286,05/02/2021
1000012882,3,3485,2377,1108,05/03/2021
1000012882,4,3485,2323,1162,05/04/2021
1000012882,5,3485,2422,1063,05/05/2021
1000012882,6,3485,2452,1033,05/06/2021
1000012882,7,3485,2550,935,05/07/2021
1000012882,8,3485,2588,897,05/08/2021
1000012882,9,3485,2658,827,05/09/2021
1000012882,10,3485,2755,730,05/10/2021
1000012882,11,3485,2805,680,05/11/2021
1000012882,12,3485,2901,584,05/12/2021
1000012882,13,3485,2960,525,05/01/2022
1000012882,14,3485,3041,444,05/02/2022
1000012882,15,3485,3159,326,05/03/2022
1000012882,16,3485,3209,276,05/04/2022
1000012882,17,3485,3303,182,05/05/2022
1000012882,18,3728,3629,99,05/06/2022
1000012899,1,2059,1815,244,05/01/2021
1000012899,2,2059,1853,206,05/02/2021
1000012899,3,2059,1909,150,05/03/2021
1000012899,4,2059,1933,126,05/04/2021
1000012899,5,2059,1977,82,05/05/2021
1000012899,6,2066,2023,43,05/06/2021
